timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-06-13T18:24:50,wine_light_rf,bbb88466-774d-4428-a2a3-4625e174f4e4,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.5329367000085767,1.2540363991603018e-06,8.180614366876893e-07,1.5112128840000003,0.0,10.0,4.325383441819025e-07,0.0,2.859327777777152e-06,3.2918661219590543e-06,0.0,Germany,DEU,state of berlin,,,Windows-11-10.0.26200-SP0,3.14.5,3.2.8,16,AMD Ryzen 7 5825U with Radeon Graphics,0,,13.1872,52.5805,15.351802825927734,machine,0,0,0,0,N,1.0,0.0
2026-06-13T18:24:58,wine_heavy_et,d11bc522-5126-44ff-a1eb-f48c3070df7f,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.8864878000022145,1.682826786519788e-06,8.92042231345367e-07,1.501492992,0.0,10.0,5.769959792078538e-07,0.0,3.840451944456112e-06,4.417447923663966e-06,0.0,Germany,DEU,state of berlin,,,Windows-11-10.0.26200-SP0,3.14.5,3.2.8,16,AMD Ryzen 7 5825U with Radeon Graphics,0,,13.1872,52.5805,15.351802825927734,machine,0,0,0,0,N,1.0,0.0
2026-06-13T19:09:37,Custom_Random_Forest,2d767f10-bedd-491d-a014-01a99a5028fc,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.86758330000157,1.6608964140618459e-06,8.893292278103202e-07,1.5165380805000002,0.0,10.0,5.745336695046615e-07,0.0,3.785346666659785e-06,4.3598803361644466e-06,0.0,Germany,DEU,state of berlin,,,Windows-11-10.0.26200-SP0,3.14.5,3.2.8,16,AMD Ryzen 7 5825U with Radeon Graphics,0,,13.1872,52.5805,15.351802825927734,machine,0,0,0,0,N,1.0,0.0
